protein:	color
POLR2D	247
POLR2E	247
POLR2G	247
POLR2B	247
POLR2J2	247
POLR2H	247
GTF2F2	247
GTF2F1	247
POLR2J3	247
FNDC4	247
PTPN4	248
PTPRT	248
PTPRN2	248
PTPRM	248
PTPRB	248
PTPRK	248
PTPRJ	248
PTPRA	248
PTPRQ	248
PTPRG	248
PTPRR	248
PTPN9	248
PTPN20A	248
PTPN12	248
PTPN13	248
PTPRO	248
PTPRN	248
PTPRU	248
PTPN2	248
PTPN7	248
PTPN22	248
PTPRH	248
PTPRS	248
PTPRD	248
PTPN21	248
PTPRZ1	248
PTPRF	248
PTPN18	248
PTPRC	248
PTPRE	248
PTPN14	248
PTPN5	248
PTPN3	248
PTPN20B	248
RECK	249
BSPH1	249
TIMP4	249
MMP25	249
MMP23B	249
TIMP2	249
MMP16	249
MMP28	249
TIMP3	249
MMP27	249
PRG4	249
MMP21	249
MMP17	249
PPP2R5E	250
PPP2R1B	250
TMEM170B	250
PPP2R4	250
DZIP1	250
PPP1R15B	250
PPP4R1	250
PPP2R2C	250
PPP2R5C	250
SMEK2	250
PPP1R1A	250
PPP2R2B	250
PPP4R4	250
CTDNEP1	250
BHLHB9	250
RYR2	250
PPP2R2A	250
SMEK1	250
PPP2R5A	250
PPP4R2	250
PPP2R5B	250
PPP2R3B	250
PPP2R2D	250
CNEP1R1	250
PPP2R3A	250
PPP2R5D	250
CRYAA	251
CRYBB2	251
CRYGD	251
CRYGC	251
THBS3	252
TNR	252
COL6A6	252
EGFL8	252
ITGAD	252
TNC	252
LAMB4	252
TNN	252
ITGAX	252
ITGAE	252
THBS4	252
COL6A5	252
THBS2	252
COMP	252
TSPAN32	252
NPNT	252
FGF18	253
FGF6	253
FGF13	253
FGF8	253
FGF19	253
CSF1	253
HES3	253
FGF1	253
PDGFC	253
FGF20	253
FGF21	253
FGF9	253
FGF22	253
FGF5	253
FGF23	253
FGF17	253
FGF7	253
FGF11	253
ANGPT4	253
FGF14	253
PDGFD	253
FGF10	253
FGF4	253
PGF	253
FGF12	253
ZRANB1	254
STRN	254
STRN4	254
STRN3	254
C4orf19	254
SIKE1	254
CTTNBP2NL	254
STRIP1	254
PDCD10	254
FGFR1OP2	254
STRIP2	254
MOB4	254
TRAF3IP3	254
TMEM60	255
PYURF	255
PIGP	255
PIGY	255
PIGC	255
PIGH	255
C10orf82	256
C14orf105	256
TEX11	256
MEF2BNB	256
WNT5A	257
WNT3	257
WNT8A	257
WNT2B	257
WNT6	257
WNT11	257
WNT2	257
WNT9B	257
WNT5B	257
WNT9A	257
WNT10A	257
WNT8B	257
WNT3A	257
WNT7A	257
WNT7B	257
WNT16	257
WNT4	257
WIF1	257
FSTL1	258
GREM1	258
SOSTDC1	258
RGMB	258
BAMBI	258
FST	258
NOG	258
GREM2	258
BMPR1A	258
BMPR2	258
ZFYVE16	258
AHSG	258
CER1	258
AMHR2	258
CHRDL1	258
BMPR1B	258
RGMA	258
TMEM74	259
FATE1	259
CD302	259
SYNDIG1	259
CUBN	260
MSR1	260
APOC4	260
APOD	260
SAA2	260
APOC2	260
APOC1	260
MTTP	260
AMN	260
RBP2	260
SCARB1	260
PLTP	260
SCG3	260
CETP	260
APOA1	260
APOF	260
PTS	261
FNDC5	261
GCHFR	261
ESRP1	262
PRR15L	262
ESRP2	262
CCDC109B	263
MICU1	263
EFHA1	263
C22orf32	263
MCU	263
JSRP1	264
TINAG	264
TERF1	264
SIRPD	264
C12orf43	264
TBX1	264
OSBPL1A	265
DCTN4	265
DYNC1I1	265
DCTN5	265
DYNC2LI1	265
RILP	265
DYNC1LI2	265
DCTN1	265
DCTN6	265
PAPOLB	266
CPSF3L	266
CPSF4L	266
FIP1L1	266
MKRN2	266
DCLRE1B	266
INTS9	266
ZC3H8	266
DCLRE1A	266
C4orf29	266
ZC3H3	266
CPSF4	266
ZC3H6	266
SYMPK	266
ZC3H4	266
CPSF1	266
PPWD1	266
CSTF2T	266
SSU72	266
RBBP6	266
BOLA3	266
PAPOLG	266
SCGB2A2	267
SCGB1D2	267
SCGB1D4	267
SLC5A8	268
SLC1A7	268
ERVW-1	268
SLC5A6	268
PRODH	268
SLC1A4	268
SLC1A3	268
PRODH2	268
SLC5A5	268
SLC5A12	268
SLC1A5	268
SLC5A7	268
SLC1A1	268
SLC1A2	268
SLC1A6	268
CLOCK	269
DEC1	269
KIAA1737	269
DBP	269
ARNTL	269
NPAS2	269
DNAJB11	270
DNAJA3	270
DNAJB4	270
DNAJB8	270
DNAJC30	270
DNAJC3	270
DNAJC4	270
DNAJC5B	270
DNAJB7	270
DNAJC25-GNG10	270
DNAJC18	270
DNAJA2	270
DNAJA4	270
DNAJB12	270
DNAJB14	270
DNAJC5	270
DNAJB13	270
DNAJC11	270
DNAJC24	270
DNAJC25	270
DNAJB9	270
DNAJB2	270
DNAJC5G	270
DNAJC22	270
DNAJB6	270
DNAJB5	270
DNAJC7	270
DNAJC16	270
MAP7D1	271
APOBEC3B	271
FUNDC1	271
DENND3	271
MAP1LC3A	271
KRT71	271
FAM190B	271
SRPX	271
BEND5	271
FAM134C	271
FAM65A	271
ELMOD3	271
FLG2	271
KRT24	271
TBC1D10B	271
TMEM59	271
CIZ1	271
C18orf32	271
FAM134A	271
TRPC7	272
TRPC3	272
TRPC5	272
TRPC1	272
TRPC4	272
STMN4	272
TRPC6	272
SOCS1	273
SOCS2	273
PRL	273
TPO	273
CSF2	273
IL10	273
CBLC	273
IL4	273
IL2RA	273
SOCS4	273
SOCS7	273
IL3	273
EPO	273
EPOR	273
LEP	273
IL5	273
IL6	273
IFNB1	273
IL10RB	273
GH1	273
CSF2RB	273
IL2RG	273
CSHL1	273
IFNG	273
SOCS3	273
GHR	273
SOCS5	273
IL2RB	273
IL2	273
SLC16A10	274
SLC16A5	274
SLC16A11	274
SLC16A8	274
SLC16A7	274
SLC16A9	274
SLC16A13	274
SLC16A6	274
SLC16A1	274
SLC16A12	274
SLC16A3	274
CX3CR1	275
GRK4	275
ADRB3	275
GRK7	275
GRK1	275
HTR2C	275
KANSL2	276
KANSL1	276
ACTR5	276
E2F6	276
BRD8	276
HCFC1R1	276
MCRS1	276
LAS1L	276
MGA	276
INO80E	276
INO80B	276
PELP1	276
ANP32E	276
HCFC1	276
INO80C	276
NFRKB	276
PHF20	276
INO80D	276
C17orf49	276
MARCH8	277
MARCH7	277
MARCH1	277
MARCH9	277
MARCH4	277
MARCH6	277
MARCH11	277
MARCH3	277
MARCH2	277
MARCH10	277
QSOX1	278
VPREB3	278
IGLL1	278
VPREB1	278
DNAH14	279
DYNLRB2	279
DYNLT3	279
DNALI1	279
DNAI2	279
TCTEX1D1	279
TCTE3	279
DYNLRB1	279
ARMC3	279
DYNLT1	279
CCDC114	279
PIFO	279
DNAI1	279
DYNC1LI1	279
SPERT	280
GOLGA6L2	280
C19orf44	280
GRIN1	281
GRIA1	281
GRIN2C	281
CAMK2N1	281
EPS8	281
GRIN2D	281
GRIN2B	281
GRIN2A	281
GRIA2	281
EML1	281
FAM171A1	281
SEBOX	282
PROP1	282
UNCX	282
LMX1A	282
PRRX1	282
LMX1B	282
DMBX1	282
ALX1	282
LHX6	282
RHOXF2B	282
ARX	282
RAX	282
PRRX2	282
ESX1	282
HESX1	282
ALX3	282
HOPX	282
ALX4	282
RAX2	282
RHOXF2	282
NOBOX	282
DRGX	282
SHOX2	282
GSC2	282
DPRX	282
ISL2	282
OTP	282
LHX5	282
LHX8	282
SHOX	282
ISX	282
RHOXF1	282
MAGEB17	283
MAGEC3	283
MAGEA9B	283
MAGED4B	283
MAGEB16	283
MAGEA6	283
MAGEA12	283
MAGEA8	283
MAGEA9	283
MAGEA10	283
MAGEB10	283
MAGEB3	283
MAGEB5	283
MAGEE2	283
KLK7	284
PRSS27	284
GZMM	284
PNLIPRP1	284
HPR	284
CELA3A	284
CTRB1	284
CELA2A	284
CELA3B	284
CTRB2	284
TMPRSS2	284
CTRC	284
CELA2B	284
CELA1	284
SYCN	284
CTRL	284
FHL3	285
C9orf116	285
EFCAB12	285
TRAPPC2	286
TRAPPC1	286
TRAPPC5	286
TRAPPC10	286
TRAPPC6A	286
TRAPPC8	286
BET3L	286
TRAPPC6B	286
TRAPPC2P1	286
TRAPPC4	286
RWDD2A	286
TRAPPC3	286
PANK1	287
STON1	287
SYNRG	287
SCLT1	287
AP3M2	287
STON2	287
AP5S1	287
AP5Z1	287
NECAP1	287
AFTPH	287
AP5B1	287
SGIP1	287
AP3S1	287
AP3S2	287
CA12	288
CA7	288
CA5B	288
CA11	288
CA10	288
CA1	288
CA13	288
CA6	288
LYSMD1	288
CA3	288
CA5A	288
CA14	288
CA8	288
CA4	288
PAPOLA	289
PABPN1	289
CSTF2	289
PCBP2	289
HNRNPH1	289
SRSF3	289
NFX1	289
HNRNPF	289
SRRM1	289
TMEM179B	289
HNRNPR	289
U2AF1	289
SRSF11	289
CPSF3	289
PTBP1	289
SRSF7	289
CPSF2	289
SRSF2	289
XKR3	290
SPA17	290
ROPN1	290
SP110	291
RNF112	291
TRIM73	291
TRIM17	291
ERMAP	291
TRIM69	291
TRIM60	291
TRIM66	291
TRIM68	291
TRIM61	291
TRIM72	291
SP140	291
FSD2	291
RFPL4B	291
TRIM58	291
SH3RF3	291
TRIM31	291
TRIM49B	291
TRIM51	291
TRIM39-RPP21	291
TRIML1	291
RFPL3	291
TRIM43	291
TRIM49C	291
TRIM74	291
TRIM34	291
TRIM4	291
NHLRC4	291
SP140L	291
RFPL1	291
RNF39	291
TRIM6-TRIM34	291
TRIM15	291
C16orf11	291
TRIM10	291
TRIM49	291
TRIM40	291
TRIM26	291
RNF186	291
TRIM64C	291
TRIM7	291
MEFV	291
TRIM52	291
RNF135	291
TRIM64B	291
TRIM48	291
TRIML2	291
TRIM11	291
RFPL4A	291
RFPL2	291
SLC28A1	292
SLC28A2	292
SLC28A3	292
ALCAM	293
CD6	293
LGALS3	293
SUSD2	293
LGALS1	293
FCAMR	293
LIM2	293
MAN1C1	294
MAN1A2	294
MAN1B1	294
MAN1A1	294
MGAT1	294
OST4	295
MAGT1	295
ALG9	295
ALG3	295
ALG5	295
TUSC3	295
KRTCAP2	295
ALG6	295
DOLPP1	295
OSTC	295
ALG8	295
STT3B	295
STT3A	295
ALG10	295
ALG10B	295
DAD1	295
ALG12	295
B3GNTL1	295
MPDU1	295
ADCY7	296
PDE8B	296
ADCY1	296
ADCY4	296
ADCY2	296
ADCY3	296
ADCY6	296
ADCY8	296
ADCY5	296
CGB5	297
LHB	297
CGB7	297
CGA	297
TSHB	297
COL15A1	298
COL20A1	298
COL13A1	298
COL28A1	298
COL10A1	298
IFITM5	298
COL8A2	298
COL16A1	298
COL25A1	298
COL9A3	298
COL12A1	298
COL23A1	298
COL8A1	298
COL9A1	298
COL19A1	298
COL9A2	298
COL21A1	298
FUT11	299
BCL2L15	299
MEOX2	299
SEPP1	299
PAX1	299
TBCEL	299
PRR19	299
DENND1B	300
DENND2C	300
ST5	300
DENND1C	300
DENND1A	300
DENND2D	300
DENND2A	300
DPY19L3	301
DPY19L2	301
ANKRD31	301
CCDC39	301
P4HTM	301
GPR152	301
DPY19L1	301
DPY19L4	301
COL22A1	302
COL14A1	302
COL5A1	302
COL18A1	302
COL5A2	302
COL11A1	302
COL4A4	302
COL6A3	302
COL5A3	302
KRTAP3-1	302
COL2A1	302
COL7A1	302
COL6A2	302
COL6A1	302
COL17A1	302
LAMA4	302
COL3A1	302
COL27A1	302
COL24A1	302
KRTAP1-1	302
COL4A3	302
OLFML2B	302
DCT	303
TYRP1	303
PMEL	303
ACTL6B	304
ACTG1	304
POTEJ	304
ACTR2	304
ACTR1B	304
POTEF	304
ACTRT1	304
ACTL10	304
ACTA1	304
ACTL9	304
ACTR3	304
ACTL7A	304
ACTR10	304
PHACTR1	304
ACTG2	304
ACTL8	304
ACTR3C	304
ACTC1	304
SLC25A27	304
ACTB	304
DNASE1	304
POTEI	304
ACTRT3	304
SPIRE1	304
ACTR3B	304
ACTL6A	304
ACTR8	304
ACTRT2	304
SPIRE2	304
ACTL7B	304
ACTBL2	304
ACTR1A	304
ACTA2	304
GDAP2	305
OSTM1	305
PARP15	305
PARP14	305
MACROD2	305
MACROD1	305
PARP9	305
FANCL	306
RAD9A	306
STRA13	306
C1orf86	306
FANCG	306
FANCI	306
RMI1	306
C17orf70	306
FANCE	306
FANCB	306
HUS1	306
FANCC	306
FANCA	306
C19orf40	306
FANCF	306
FANCD2	306
ADAMTS5	307
ADAMTS7	307
POFUT2	307
B3GALTL	307
ADAMTSL1	307
CFP	307
PVRL4	308
CRTAM	308
CADM3	308
CADM1	308
ADAMTSL3	309
NOTCH2NL	309
KRTAP13-3	309
GTDC2	309
KCNJ11	310
KCNJ13	310
KCNJ16	310
KCNJ10	310
KCNJ14	310
KCNJ1	310
KCNJ8	310
KCNJ4	310
KCNJ2	310
KCNJ15	310
UBD	311
FAU	311
UBBP4	311
ISG15	311
ZFAND4	311
OASL	311
OAS2	311
UBB	311
UBL4B	311
OAS1	311
UBL4A	311
OAS3	311
TM4SF1	312
PRR13	312
FAM133A	312
THAP6	312
SDCBP2	312
CT45A5	312
SLC2A11	313
SLC2A7	313
SLC2A2	313
SLC2A9	313
SLC2A1	313
SLC2A14	313
SLC2A5	313
SLC2A3	313
HSPA4	314
HSPA14	314
HSPA6	314
HSPA1A	314
HSPA13	314
HSPA5	314
HSPA12B	314
HSPA9	314
HSPA1B	314
HSPA1L	314
ANKRD45	314
HSPA12A	314
HSPH1	314
HSPA4L	314
HSPA2	314
HYOU1	314
BCMO1	315
HRASLS2	315
BCO2	315
LRAT	315
AWAT2	315
RETSAT	315
PNPLA4	315
RPE65	315
GDI2	316
RASGRF2	316
NGEF	316
ARHGEF2	316
ARHGEF7	316
NET1	316
ARHGEF12	316
AKAP13	316
SAMD14	316
ARHGDIB	316
MCF2	316
TIAM1	316
ARHGEF6	316
RHOT2	316
VAV3	316
ARHGEF16	316
RHOT1	316
ARHGDIA	316
ITSN1	316
VAV2	316
ECT2	316
TMEM108	316
ARHGEF3	316
ARHGEF11	316
ARHGDIG	316
IPP	317
KLHDC8B	317
HHIPL1	317
IVNS1ABP	317
HHIPL2	317
KLHL18	317
KLHL28	317
KLHL17	317
KLHDC8A	317
KLHL33	317
HHIP	317
HMX1	318
SIX3	318
SIX6	318
VAX2	318
VAX1	318
IGFBP5	319
IGFBP3	319
IGFBP1	319
TRPV2	319
PAPPA2	319
IGFBP2	319
WISP2	319
IGFBP6	319
IGFBP4	319
PAPPA	319
SOX10	320
UTF1	320
SOX3	320
SOX12	320
SOX18	320
SOX9	320
SOX8	320
SOX15	320
SRY	320
NRG1	321
EREG	321
NRG3	321
NRG4	321
NRG2	321
ST6GALNAC3	322
ST8SIA3	322
ST6GALNAC5	322
ST6GALNAC6	322
ST8SIA5	322
SLC35A1	322
ELOVL7	323
ELOVL5	323
ELOVL4	323
ELOVL2	323
ELOVL1	323
PDLIM1	324
PDLIM2	324
LDB3	324
PDLIM4	324
PLEKHG3	324
PDLIM3	324
PDLIM7	324
LPXN	324
PLEKHG1	324
PDLIM5	324
PLEKHH2	324
TGFB1I1	324
GLS	325
GCLM	325
FAM57A	325
BAAT	325
GGCT	325
CDO1	325
GCLC	325
CTH	325
LAP3	325
GPR25	325
ALKBH6	325
SLC39A9	325
TMEM242	325
GLUL	325
SETD5	326
CCDC116	326
C21orf58	326
CCDC17	326
MTUS2	326
FAM71E2	326
C8orf34	326
SLC44A1	327
SLC44A5	327
SLC44A3	327
SLC44A4	327
SLC44A2	327
SOX21	328
POU4F1	328
POU4F3	328
POU3F4	328
POU3F1	328
POU5F1B	328
POU6F1	328
POU5F2	328
POU6F2	328
POU3F2	328
SOX11	328
POU4F2	328
POU2F3	328
POU3F3	328
SCP2	329
MPLKIP	329
RBMS1	329
ZBED6	329
THY1	329
CDV3	329
SPR	329
NABP2	329
MRPL53	329
SCO2	329
COBL	329
ZC3H11A	329
RBM27	329
RRBP1	329
SBDS	329
COQ10B	330
COQ10A	330
SLC6A16	330
MRPL18	331
RLN1	331
HSBP1	331
RPS19BP1	331
DEDD2	331
TNFRSF21	331
GML	331
CRYBA4	331
ASAH2	332
GALC	332
SGMS1	332
GBA2	332
SGMS2	332
SMPD3	332
ASAH1	332
DEGS1	332
UGT8	332
DEGS2	332
SMPD4	332
CCR8	333
HTR1F	333
HTR1B	333
CCR5	333
CCR1	333
MRGPRX2	333
CX3CL1	333
CCL1	333
CCR9	333
CXCR3	333
CCR2	333
CCR10	333
HTR5A	333
DRD4	333
CCR4	333
CXCR1	333
CCL18	333
HTR1E	333
CXCL14	333
OPRM1	333
CCL13	333
DEFB103B	333
CCL14	333
HTR1D	333
CORT	333
DEFB103A	333
CCR7	333
CCL15-CCL14	333
CXCR5	333
CCR6	333
CXCR6	333
CCR3	333
CCL23	333
CXCR2	333
EIF1AY	334
MRPS2	334
MRPS15	334
MRPS5	334
MRPL1	334
MRPL15	334
MRPS9	334
MRPS11	334
MRPL24	334
MRPS12	334
RPSAP58	334
MRPS10	334
RPL10L	334
RPS9	334
MRPL3	334
RPL10	334
RPS18	334
MRPL2	334
MRPS7	334
MRPL13	334
MRPL16	334
MRPS14	334
MRPL4	334
MRPL11	334
MRPL22	334
CLCN2	335
GABRA6	335
GABRB3	335
GABRA2	335
TRAK2	335
GABRA5	335
GABRP	335
GABRG1	335
GABRD	335
GABRB2	335
GABRE	335
FXYD1	335
GABRG2	335
SLC26A6	335
GABRR1	335
GABRA4	335
FXYD3	335
GABRA1	335
GABRA3	335
GABRB1	335
RNF17	336
PIWIL2	336
TDRKH	336
PIWIL3	336
PIWIL4	336
PIWIL1	336
CHI3L1	337
NAGK	337
CHIA	337
HEXB	337
CHIT1	337
FUCA1	337
GM2A	337
CHI3L2	337
FUCA2	337
HEXA	337
WIPF3	338
ARPC2	338
ARPC1B	338
NCKIPSD	338
WIPF1	338
WAS	338
WASL	338
WIPF2	338
VSTM2L	338
ARPC4-TTLL3	338
ARPC1A	338
ARPC5	338
ARPC5L	338
ARPC4	338
ARPC3	338
CAMSAP1	339
SPTBN2	339
SPTA1	339
EHBP1	339
SPTAN1	339
SPTBN4	339
SPTB	339
SPTBN5	339
SPTBN1	339
EHBP1L1	339
PCDH1	340
METTL7B	340
VKORC1	340
ZMYM6NB	340
CCDC167	340
ZCCHC24	340
TMEM45B	340
BAIAP3	341
DENND6B	341
BAI1	341
PHYHIP	341
DENND6A	341
UNC13D	341
CLCA1	342
CLCA2	342
CNGA4	342
CNGA3	342
CLCA4	342
BACE2	343
REN	343
PGA3	343
NAPSA	343
PGA5	343
CTSE	343
PGC	343
PGA4	343
MYO5B	344
MYH1	344
MYH13	344
MYH14	344
MYO5A	344
MYH10	344
MYH7B	344
MYH3	344
MYH2	344
MYH15	344
MYO18A	344
MYH8	344
MYH9	344
MYH7	344
MYO18B	344
MYH6	344
MYH4	344
MYO5C	344
MYH11	344
ASRGL1	345
MARC2	345
TASP1	345
AGA	345
ROPN1B	346
ROPN1L	346
AKAP3	346
MFSD10	347
HIAT1	347
MFSD9	347
HIATL1	347
SLC22A18	347
AADACL4	348
AADAC	348
AADACL2	348
ECHDC3	348
NCEH1	348
AADACL3	348
POP5	349
POP4	349
RPP14	349
POP1	349
RPP40	349
POP7	349
RPP21	349
RPP25	349
RPP30	349
FAM71F1	350
ODF2L	350
HTT	350
TM4SF19	350
CCDC126	350
F8A1	350
TMEM57	350
CXorf27	350
SLC13A2	351
SLC13A1	351
SLC13A4	351
SLC13A5	351
SLC13A3	351
ETHE1	352
MBLAC2	352
HAGHL	352
PNKD	352
DTD2	352
LACTB2	352
TMEM229B	352
HAGH	352
DTD1	352
SLC30A2	353
SLC30A5	353
SLC30A1	353
SLC30A7	353
SLC30A8	353
SLC30A6	353
SLC30A10	353
SLC30A3	353
SLC30A4	353
TMEM100	354
TMEM79	354
TNMD	354
TEX264	354
RBMY1A1	355
APOBEC3C	355
RBMXL1	355
PCDHB14	355
RBMY1F	355
FLYWCH2	356
MYADM	356
C7orf41	356
MXRA7	356
MIDN	356
PLCXD1	356
SLC18B1	356
TMEM180	356
PRSS23	356
C5orf51	356
FAM107B	356
FAM105A	356
C4orf32	356
VSIG10	356
PHTF2	356
C2CD2	356
TMEM2	356
SLC43A2	356
RNF212	356
OSGIN2	356
SMIM7	356
FAM83F	356
C8orf4	356
GDPGP1	356
NCCRP1	356
S100PBP	356
C1orf198	356
FAM178A	356
XXYLT1	356
TMEM127	356
FAM165B	356
UBL3	356
SLC41A1	356
METTL7A	356
ZSWIM1	356
PPFIA4	357
PPFIA3	357
ERC2	357
PPFIBP2	357
PPFIA2	357
PPFIA1	357
PPFIBP1	357
KAZN	357
GGTLC3	358
GGT2	358
GGTLC1	358
GGTLC2	358
PRSS46	359
KLK12	359
TMPRSS11E	359
PRSS22	359
KLK8	359
PRSS48	359
TPSAB1	359
TMPRSS12	359
PRSS21	359
TMPRSS4	359
PRSS45	359
KLK4	359
PRSS57	359
KLK13	359
KLK11	359
TPSG1	359
PRSS37	359
TMPRSS13	359
KLK9	359
TMPRSS5	359
PRSS50	359
KLK15	359
AZU1	359
HPN	359
TMPRSS3	359
PRSS58	359
PRSS42	359
PRSS38	359
KLK1	359
TMPRSS11D	359
TMPRSS11B	359
KLK14	359
KLK5	359
TPSD1	359
TMPRSS11F	359
ACR	359
TMPRSS11A	359
PRSS8	359
PRSS55	359
KLK10	359
GZMH	359
PRSS33	359
GNA11	360
PREP	360
PLCB3	360
NPSR1	360
GNAQ	360
PLCB2	360
PLCB1	360
SPIN3	360
GNA15	360
KALRN	360
CD200R1L	360
TRIO	360
GNA14	360
MMP24	360
PLCB4	360
AK4	361
AK5	361
AK1	361
AK2	361
AK8	361
AK3	361
AKD1	361
CMPK1	361
AK7	361
EML5	362
FBXW11	362
C19orf26	362
FAM9B	363
C16orf72	363
PAGE3	363
CCDC70	363
LYRM2	363
FASTKD3	363
C21orf119	363
RAB23	364
RAB37	364
RAB3D	364
RAB3C	364
RAB4B	364
RAB7L1	364
RAB38	364
RAB4A	364
RAB32	364
RAB26	364
RAB21	364
RAB30	364
RAB39A	364
RAB35	364
RAB39B	364
RAB3B	364
IFT27	364
RAB18	364
RAB27B	364
AQP7	365
AQP4	365
AQP5	365
MIP	365
AQP9	365
AQP2	365
AQP8	365
AQP10	365
AQP1	365
AQP6	365
AQP3	365
IQCB1	366
ANKAR	366
PCP4L1	366
FAM222A	367
NLK	367
FAM222B	367
ITPKA	368
IPMK	368
IMPA1	368
ITPKC	368
INPP1	368
ITPKB	368
INPP5A	368
MINPP1	368
IMPA2	368
IMPAD1	368
IVL	369
LOR	369
S100A7A	369
CRNN	369
SPRR3	369
CDNF	370
TRAM2	370
LMAN1L	370
LMAN1	370
CNPY1	370
TRAM1L1	370
CALR3	370
SPPL3	370
TMED1	370
SSR4	370
MCFD2	370
MANF	370
HM13	370
SLC39A7	370
SERP2	370
TMED6	370
CNPY2	370
HLX	371
NKX3-2	371
HDAC2	371
TAAR6	371
TRERF1	371
SKOR1	371
C16orf87	371
ELMSAN1	371
GSE1	371
RCOR2	371
ZNF609	371
WFDC12	371
FSD1L	371
ZNF395	371
KCTD11	371
HR	371
LGI4	371
ASTL	371
HDAC1	371
RCOR3	371
TMEM54	371
ARID5B	371
PWWP2A	371
FAM64A	371
GATAD1	371
DNTTIP1	371
C11orf30	371
PPM1H	372
KCNK9	372
YWHAZ	372
SLITRK1	372
SAMSN1	372
YWHAG	372
YWHAQ	372
SFN	372
PARP8	372
RALGPS2	372
SLC8A3	372
SLC25A39	372
ADAM22	372
YWHAB	372
YWHAE	372
SLC8A2	372
UHRF1BP1L	372
KCNK15	372
YWHAH	372
DDIT4	372
KCNK3	372
GPR15	372
RLBP1	373
SEC14L1	373
TTPA	373
SEC14L6	373
CLVS1	373
SEC14L2	373
SEC14L5	373
CLVS2	373
SEC14L4	373
TTPAL	373
SEC14L3	373
LBH	374
PROX1	374
NKX2-8	374
NKX2-6	374
ANKRD55	375
ASB16	375
ANKRD50	375
ASB2	375
NFKBIZ	375
ANKRD20A4	375
USH1G	375
TANC2	375
ANKS6	375
ASB18	375
ANKHD1	375
ANKRD9	375
POTEH	375
SOWAHC	375
ANKRD17	375
ANKRD30A	375
ANKRD36	375
ANKRD36C	375
ANKS3	375
ANKHD1-EIF4EBP3	375
ASZ1	375
ASB6	375
TONSL	375
ANKRD20A1	375
ANKRD20A3	375
ANKRD18A	375
NFKBIE	375
ANKS4B	375
SNCAIP	375
ANKRD6	375
ANKRD26	375
ESPN	375
ANKRD20A2	375
INVS	375
ASB15	375
ANKRD63	375
ANKRD37	375
ANKRD62	375
ANKRD18B	375
ANKRD10	375
NFKBID	375
ANKRD30B	375
ESPNL	375
AGR2	376
LYPD3	376
AGR3	376
CHAT	377
CRAT	377
CPT1C	377
SLC25A48	377
SLC25A45	377
ABCD2	377
SLC25A29	377
CPT1B	377
ABCD1	377
C2orf57	377
CPT2	377
SLC25A20	377
CROT	377
CPT1A	377
MTMR10	378
MTMR11	378
MTMR9	378
MTMR2	378
MTMR7	378
MTMR8	378
MTMR12	378
MTMR6	378
MTM1	378
MTMR1	378
IRX1	379
MEIS3	379
TGIF2	379
MEIS1	379
TGIF2LX	379
IRX2	379
MEIS2	379
IRX3	379
IRX5	379
PKNOX2	379
PKNOX1	379
TGIF2LY	379
IRX6	379
IRX4	379
MKX	379
NECAP2	380
VMA21	380
SCYL1	380
SEC31B	380
TMED7	380
COPZ2	380
TMED3	380
C3orf58	380
KCTD15	381
C11orf84	381
TMEM201	381
ZCCHC7	381
SOBP	381
C2orf69	381
NIN	381
BPHL	381
KIAA0284	381
PRAM1	381
C18orf25	381
ZMYM5	381
SIMC1	381
RWDD3	381
RAVER2	381
C20orf27	381
SPATS2L	381
LOXL2	381
MKRN1	381
N4BP1	381
PPM1J	381
GPATCH8	381
CTIF	381
SCAPER	381
ARMC6	381
ZCCHC12	381
ZHX1	381
C5orf42	381
RSBN1	381
NIPSNAP3A	381
EXD2	381
ANKLE1	381
SUMO1	381
SMCHD1	381
BCAM	381
FAM179B	381
ZNF451	381
FAM118B	381
EOGT	381
SPIC	382
MN1	382
EMB	382
EP300	382
CREBBP	382
PKLR	383
TKTL1	383
BPGM	383
GAPDHS	383
PGAM2	383
PGAM4	383
ENO3	383
ENO2	383
ENO1	383
PFKP	383
PGK1	383
PFKL	383
PGK2	383
PGAM1	383
ENO4	383
PNMAL2	383
PFKM	383
TPI1	383
ADD3	384
ENOPH1	384
PTER	384
XYLB	384
MRI1	384
FGGY	384
ADD1	384
ADD2	384
ADI1	384
APIP	384
FUOM	384
SART1	385
ASCC3	385
NAA38	385
SNRPN	385
LSM4	385
CEP95	385
LSM2	385
EDC4	385
LSM3	385
PPP1R42	385
LSM5	385
PRPF3	385
PATL1	385
LSM6	385
SART3	385
LSM10	385
TXNL4B	385
LSM7	385
WDR69	385
SERF1B	385
LSM1	385
TOR3A	386
NAGLU	386
TOR1B	386
TOR4A	386
TOR2A	386
TOR1A	386
TOR1AIP1	386
NIPA1	387
VTA1	387
VPS37C	387
CHMP2B	387
CHMP4A	387
VPS28	387
UBAP1	387
VPS37B	387
FAM125A	387
FAM125B	387
CHMP7	387
VPS37A	387
FBXW9	388
TCP11L2	388
TCP11L1	388
TCP11	388
SEMA3G	389
SEMA6B	389
SLC35G2	389
SEMA3C	389
SEMA4B	389
SEMA7A	389
SEMA6D	389
SEMA3D	389
SEMA4F	389
SEMA5A	389
PLXNC1	389
SEMA5B	389
SEMA4C	389
SEMA6C	389
SEMA3F	389
HAVCR1	389
SEMA6A	389
SEMA4A	389
SEMA3E	389
SEMA4G	389
ADAMTSL2	390
FBLN5	390
